epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,850.81,1.33233,1.24961,1.43819,0.65167,0.3744,0.42103,0.27533,2.03803,2.3985,2.21574,0.008482,0.008482,0.008482
25,885.845,1.31809,1.22621,1.42752,0.646,0.3738,0.41113,0.26688,2.06733,2.51515,2.24889,0.008416,0.008416,0.008416
26,920.174,1.30498,1.20845,1.42766,0.63053,0.35148,0.38207,0.25028,2.0525,2.5284,2.18436,0.00835,0.00835,0.00835
27,954.95,1.30451,1.19262,1.40934,0.60445,0.37016,0.41055,0.27209,2.11501,2.58684,2.26073,0.008284,0.008284,0.008284
28,989.796,1.28405,1.18151,1.39793,0.66659,0.37657,0.42002,0.2746,1.98417,2.39017,2.13971,0.008218,0.008218,0.008218
29,1024.88,1.28594,1.16799,1.40575,0.65533,0.37886,0.42996,0.28253,2.00966,2.41445,2.17634,0.008152,0.008152,0.008152
30,1059.79,1.27657,1.1599,1.40184,0.6612,0.35048,0.41786,0.27835,1.99931,2.61136,2.13456,0.008086,0.008086,0.008086
31,1094.45,1.27692,1.16208,1.39692,0.59829,0.38738,0.42539,0.28151,1.9744,2.35427,2.13846,0.00802,0.00802,0.00802
32,1129.36,1.27331,1.1435,1.39527,0.66302,0.37999,0.43637,0.29365,1.95028,2.42299,2.10364,0.007954,0.007954,0.007954
33,1164.28,1.26148,1.14449,1.38885,0.65802,0.37667,0.44399,0.30156,1.97384,2.47753,2.16167,0.007888,0.007888,0.007888
34,1199.14,1.2572,1.13817,1.39331,0.62533,0.38122,0.42023,0.28523,1.99873,2.38556,2.19499,0.007822,0.007822,0.007822
35,1233.97,1.24096,1.12723,1.38176,0.67577,0.38062,0.4333,0.28854,2.02195,2.36352,2.19141,0.007756,0.007756,0.007756
36,1268.6,1.24023,1.10497,1.37887,0.64476,0.38267,0.42158,0.2794,2.02768,2.49049,2.21439,0.00769,0.00769,0.00769
37,1303.2,1.22966,1.08897,1.36777,0.63237,0.3734,0.42207,0.2828,1.98574,2.39077,2.14408,0.007624,0.007624,0.007624
38,1337.97,1.23445,1.10351,1.3685,0.63495,0.38196,0.41742,0.28499,1.95179,2.37275,2.13767,0.007558,0.007558,0.007558
39,1372.89,1.22549,1.08997,1.36448,0.59483,0.38165,0.39939,0.26341,1.98838,2.37223,2.1504,0.007492,0.007492,0.007492
40,1407.69,1.21481,1.0906,1.35763,0.64433,0.37467,0.43644,0.29532,1.96835,2.37703,2.13219,0.007426,0.007426,0.007426
41,1442.32,1.2141,1.07467,1.3508,0.6981,0.36442,0.42381,0.28798,2.03684,2.48503,2.22829,0.00736,0.00736,0.00736
42,1477.08,1.20845,1.06228,1.35018,0.67497,0.35506,0.41809,0.27873,2.0275,2.45051,2.21068,0.007294,0.007294,0.007294
43,1511.99,1.21212,1.05388,1.3496,0.61935,0.38678,0.41849,0.28159,1.95074,2.40479,2.12934,0.007228,0.007228,0.007228
44,1546.69,1.18906,1.03657,1.33573,0.62298,0.38463,0.42347,0.28948,1.94892,2.38218,2.15987,0.007162,0.007162,0.007162
45,1581.39,1.20373,1.04713,1.33981,0.66003,0.39074,0.43916,0.29666,1.96922,2.34109,2.17215,0.007096,0.007096,0.007096
46,1615.85,1.17294,1.03723,1.32884,0.62694,0.38061,0.40677,0.27412,1.99438,2.34201,2.21772,0.00703,0.00703,0.00703
47,1650.42,1.18099,1.01472,1.33308,0.63878,0.37608,0.41219,0.28213,1.98333,2.47092,2.17492,0.006964,0.006964,0.006964
48,1685.12,1.17627,1.01722,1.32824,0.66597,0.39171,0.41847,0.28212,1.93859,2.44334,2.12295,0.006898,0.006898,0.006898
49,1720.17,1.17612,1.01342,1.31732,0.6434,0.38956,0.43079,0.2941,1.9698,2.43151,2.17226,0.006832,0.006832,0.006832
50,1754.82,1.16012,0.99719,1.32234,0.64901,0.38272,0.436,0.29914,1.95841,2.42103,2.17173,0.006766,0.006766,0.006766
51,1789.63,1.17545,1.0135,1.32232,0.66987,0.38628,0.45491,0.30856,1.93754,2.42485,2.13864,0.0067,0.0067,0.0067
52,1824.39,1.1632,0.99827,1.31581,0.65342,0.38157,0.43187,0.29385,1.92419,2.38037,2.14172,0.006634,0.006634,0.006634
53,1859.08,1.14751,0.99054,1.30922,0.6543,0.40174,0.4494,0.30711,1.94911,2.39431,2.1569,0.006568,0.006568,0.006568
54,1893.82,1.1425,0.98551,1.30325,0.66385,0.38896,0.42408,0.28845,1.969,2.39644,2.18525,0.006502,0.006502,0.006502
55,1928.64,1.14889,0.97307,1.30028,0.66487,0.38472,0.43203,0.29564,1.92952,2.42747,2.10799,0.006436,0.006436,0.006436
56,1963.43,1.14299,0.97118,1.3004,0.6663,0.39173,0.44058,0.30395,1.90262,2.30491,2.10057,0.00637,0.00637,0.00637
57,1997.92,1.13919,0.97099,1.29904,0.6607,0.40456,0.42951,0.29381,1.95351,2.35542,2.15683,0.006304,0.006304,0.006304
58,2032.5,1.12969,0.96377,1.29632,0.6282,0.40256,0.42553,0.2908,1.92383,2.35711,2.13517,0.006238,0.006238,0.006238
59,2067.25,1.12712,0.96082,1.29611,0.66265,0.39041,0.44015,0.30536,1.92283,2.38937,2.13241,0.006172,0.006172,0.006172
60,2102.19,1.13119,0.95901,1.29216,0.64255,0.38883,0.43811,0.30044,1.9575,2.43258,2.17315,0.006106,0.006106,0.006106
61,2136.93,1.118,0.94549,1.28477,0.66674,0.38327,0.42429,0.29391,1.92172,2.37463,2.14245,0.00604,0.00604,0.00604
62,2171.57,1.12762,0.95278,1.29481,0.67708,0.39145,0.45881,0.31442,1.9014,2.36866,2.10403,0.005974,0.005974,0.005974
63,2206.46,1.11526,0.93779,1.28351,0.6726,0.38749,0.42071,0.28533,1.91695,2.35943,2.09997,0.005908,0.005908,0.005908
64,2240.94,1.09713,0.93388,1.27448,0.65128,0.39441,0.41212,0.27882,1.92282,2.38391,2.13552,0.005842,0.005842,0.005842
65,2275.55,1.10553,0.91505,1.26898,0.65869,0.40558,0.43923,0.29807,1.92015,2.32617,2.10848,0.005776,0.005776,0.005776
66,2310.26,1.09156,0.92066,1.27147,0.65519,0.40087,0.46692,0.3238,1.90566,2.32802,2.14255,0.00571,0.00571,0.00571
67,2344.85,1.0898,0.90647,1.26284,0.67607,0.40107,0.45188,0.31453,1.93147,2.38712,2.15871,0.005644,0.005644,0.005644
68,2379.39,1.09127,0.91379,1.26466,0.63159,0.39534,0.43146,0.2997,1.92891,2.37267,2.18683,0.005578,0.005578,0.005578
69,2414,1.09737,0.91193,1.27128,0.63411,0.40155,0.45127,0.31637,1.91431,2.36789,2.13946,0.005512,0.005512,0.005512
70,2448.88,1.0841,0.89527,1.26179,0.67519,0.39481,0.45277,0.316,1.91938,2.42,2.1317,0.005446,0.005446,0.005446
71,2483.73,1.08344,0.89604,1.26403,0.66018,0.39089,0.4417,0.30786,1.91438,2.38913,2.10997,0.00538,0.00538,0.00538
72,2518.42,1.08138,0.89061,1.25154,0.64751,0.38831,0.44902,0.31185,1.92546,2.43412,2.12211,0.005314,0.005314,0.005314
73,2553.26,1.0709,0.89525,1.25524,0.68442,0.39617,0.43056,0.29565,1.9089,2.34817,2.1333,0.005248,0.005248,0.005248
74,2588.01,1.06787,0.88355,1.24927,0.6576,0.39117,0.43348,0.30009,1.90952,2.34595,2.13332,0.005182,0.005182,0.005182
75,2622.87,1.06374,0.87822,1.24689,0.65084,0.39519,0.43761,0.30304,1.89942,2.39453,2.13958,0.005116,0.005116,0.005116
76,2657.66,1.07211,0.8838,1.25224,0.63527,0.4007,0.4392,0.30488,1.90224,2.39672,2.12995,0.00505,0.00505,0.00505
77,2692.33,1.06363,0.8759,1.24709,0.68031,0.39182,0.44439,0.3094,1.93181,2.39774,2.15498,0.004984,0.004984,0.004984
78,2726.8,1.05286,0.86337,1.23934,0.6597,0.39466,0.44698,0.31185,1.91643,2.34489,2.13527,0.004918,0.004918,0.004918
79,2761.36,1.05267,0.86369,1.24077,0.67787,0.38747,0.44859,0.31449,1.90696,2.3902,2.15773,0.004852,0.004852,0.004852
80,2795.98,1.0351,0.8378,1.2281,0.67423,0.38414,0.4402,0.30702,1.89442,2.41384,2.13656,0.004786,0.004786,0.004786
81,2830.77,1.03683,0.85767,1.23687,0.66829,0.39339,0.46853,0.32986,1.89671,2.37882,2.1455,0.00472,0.00472,0.00472
82,2865.41,1.04456,0.84318,1.22759,0.66887,0.39572,0.45855,0.32109,1.9017,2.35159,2.14784,0.004654,0.004654,0.004654
83,2900.24,1.03921,0.84112,1.23043,0.65407,0.40059,0.44414,0.3094,1.89248,2.35918,2.11935,0.004588,0.004588,0.004588
84,2934.86,1.0387,0.85084,1.22876,0.6496,0.39589,0.44299,0.30971,1.91814,2.40773,2.17855,0.004522,0.004522,0.004522
85,2969.64,1.02664,0.8423,1.22713,0.65729,0.39622,0.44787,0.31326,1.90741,2.39135,2.15028,0.004456,0.004456,0.004456
86,3004.25,1.02612,0.83351,1.23043,0.66893,0.39591,0.46342,0.32748,1.9103,2.39929,2.17311,0.00439,0.00439,0.00439
87,3039.01,1.02529,0.84044,1.22423,0.65659,0.39504,0.46184,0.327,1.90765,2.40843,2.15341,0.004324,0.004324,0.004324
88,3073.45,1.0161,0.82854,1.22118,0.66864,0.39361,0.4532,0.31715,1.89046,2.36502,2.13541,0.004258,0.004258,0.004258
89,3107.91,1.02821,0.83538,1.22179,0.65904,0.39347,0.4577,0.32149,1.91085,2.35728,2.16222,0.004192,0.004192,0.004192
90,3142.62,1.02303,0.82145,1.21419,0.69639,0.3882,0.45628,0.31885,1.89985,2.40484,2.16641,0.004126,0.004126,0.004126
91,3177.47,1.02421,0.81725,1.21992,0.67069,0.3988,0.45678,0.31988,1.88141,2.41294,2.13425,0.00406,0.00406,0.00406
92,3212.37,1.00854,0.82,1.20967,0.65572,0.40138,0.45938,0.3228,1.88907,2.41197,2.1175,0.003994,0.003994,0.003994
93,3246.88,1.00713,0.81535,1.21109,0.67266,0.39965,0.46488,0.3264,1.88367,2.41195,2.126,0.003928,0.003928,0.003928
94,3281.35,1.00143,0.80486,1.20338,0.66139,0.40266,0.46112,0.32344,1.89142,2.37904,2.15207,0.003862,0.003862,0.003862
95,3316.04,1.00036,0.79733,1.20293,0.68912,0.39735,0.45569,0.31819,1.89635,2.37695,2.14989,0.003796,0.003796,0.003796
96,3350.62,0.99643,0.79105,1.20019,0.68201,0.39269,0.45964,0.32544,1.88742,2.37671,2.15169,0.00373,0.00373,0.00373
97,3385.29,0.99658,0.79928,1.20099,0.67151,0.3911,0.4595,0.32223,1.89216,2.35996,2.14677,0.003664,0.003664,0.003664
98,3420.08,0.99074,0.79576,1.20143,0.66654,0.39668,0.45111,0.31681,1.90117,2.37861,2.17305,0.003598,0.003598,0.003598
99,3454.72,0.99377,0.78021,1.19321,0.67204,0.40295,0.46313,0.32602,1.89734,2.38114,2.17177,0.003532,0.003532,0.003532
100,3489.1,0.96737,0.76993,1.18491,0.66433,0.40253,0.46366,0.32552,1.90065,2.39589,2.16286,0.003466,0.003466,0.003466
101,3524.12,0.98194,0.78209,1.19079,0.65203,0.39845,0.45359,0.3204,1.90606,2.3963,2.16798,0.0034,0.0034,0.0034
102,3558.98,0.97867,0.78177,1.19152,0.66487,0.3959,0.46203,0.32728,1.90198,2.37379,2.17171,0.003334,0.003334,0.003334
103,3593.78,0.95568,0.75873,1.17964,0.68748,0.39381,0.46355,0.3269,1.90351,2.38767,2.19465,0.003268,0.003268,0.003268
104,3628.48,0.96168,0.76124,1.1785,0.68715,0.38898,0.46486,0.32967,1.90915,2.40208,2.17879,0.003202,0.003202,0.003202
105,3663.05,0.96589,0.76843,1.19187,0.6746,0.39289,0.46584,0.33237,1.92539,2.42395,2.20455,0.003136,0.003136,0.003136
106,3697.78,0.96226,0.76244,1.18336,0.64981,0.39976,0.46282,0.3293,1.9094,2.38635,2.17536,0.00307,0.00307,0.00307
107,3732.43,0.96123,0.76533,1.18094,0.66041,0.39477,0.45794,0.32643,1.90511,2.40132,2.1644,0.003004,0.003004,0.003004
108,3767.01,0.96218,0.75597,1.18317,0.66639,0.39354,0.45873,0.32696,1.91915,2.39466,2.16756,0.002938,0.002938,0.002938
109,3801.54,0.95274,0.75109,1.17258,0.68211,0.39232,0.46324,0.33079,1.91898,2.41097,2.18559,0.002872,0.002872,0.002872
110,3835.82,0.9416,0.745,1.17569,0.68274,0.39577,0.46312,0.32762,1.90793,2.41153,2.18157,0.002806,0.002806,0.002806
111,3870.18,0.94416,0.73635,1.16676,0.6778,0.39495,0.46203,0.32963,1.89159,2.41343,2.16696,0.00274,0.00274,0.00274
112,3904.74,0.93766,0.7362,1.16903,0.67291,0.39102,0.45789,0.32728,1.90202,2.41443,2.16949,0.002674,0.002674,0.002674
113,3939.32,0.9441,0.74299,1.1763,0.67568,0.39032,0.45815,0.32747,1.90754,2.42663,2.17186,0.002608,0.002608,0.002608
114,3973.72,0.93823,0.73616,1.16913,0.68698,0.39235,0.46127,0.32745,1.90427,2.41727,2.16622,0.002542,0.002542,0.002542
115,4008.29,0.93174,0.73009,1.16584,0.6804,0.39302,0.46082,0.32679,1.90868,2.39678,2.17534,0.002476,0.002476,0.002476
116,4043.02,0.93428,0.72989,1.16193,0.6986,0.38834,0.46655,0.33202,1.90269,2.39546,2.17349,0.00241,0.00241,0.00241
117,4077.61,0.93148,0.72568,1.16342,0.68258,0.39574,0.46696,0.33183,1.9037,2.40598,2.16746,0.002344,0.002344,0.002344
118,4112.31,0.92318,0.7192,1.16216,0.69499,0.39075,0.46604,0.33152,1.89905,2.40546,2.16779,0.002278,0.002278,0.002278
119,4146.9,0.91751,0.72037,1.15816,0.67839,0.39443,0.46626,0.33128,1.90247,2.40161,2.17981,0.002212,0.002212,0.002212
120,4181.46,0.92543,0.72051,1.16349,0.68287,0.39111,0.46443,0.32974,1.90711,2.37843,2.19127,0.002146,0.002146,0.002146
121,4215.87,0.91248,0.70858,1.14956,0.67475,0.39611,0.46671,0.33101,1.90947,2.40165,2.19916,0.00208,0.00208,0.00208
122,4251.03,0.91101,0.70741,1.14708,0.67368,0.39463,0.46506,0.33114,1.91469,2.41991,2.20605,0.002014,0.002014,0.002014
123,4285.76,0.91562,0.71342,1.15277,0.68307,0.39617,0.47012,0.33511,1.91754,2.42254,2.20193,0.001948,0.001948,0.001948
124,4320.36,0.90201,0.70443,1.14572,0.67033,0.39417,0.47009,0.33477,1.92688,2.43924,2.20984,0.001882,0.001882,0.001882
125,4355.08,0.88851,0.68549,1.13563,0.68373,0.38908,0.46778,0.33325,1.91533,2.42033,2.19517,0.001816,0.001816,0.001816
126,4389.73,0.90051,0.69923,1.14362,0.70411,0.38531,0.46785,0.33264,1.906,2.41045,2.19191,0.00175,0.00175,0.00175
127,4424.34,0.90101,0.69132,1.13948,0.69067,0.38773,0.46731,0.33219,1.90206,2.41218,2.18751,0.001684,0.001684,0.001684
128,4458.86,0.90306,0.69594,1.1444,0.68444,0.39048,0.4676,0.33402,1.89941,2.40982,2.18664,0.001618,0.001618,0.001618
129,4493.49,0.89395,0.68484,1.14019,0.69059,0.39101,0.46762,0.33455,1.90239,2.42191,2.19602,0.001552,0.001552,0.001552
130,4527.85,0.8776,0.68262,1.13461,0.69549,0.39018,0.47049,0.33482,1.9056,2.41266,2.19461,0.001486,0.001486,0.001486
131,4562.37,0.88282,0.68841,1.13792,0.69208,0.39071,0.47015,0.33527,1.90556,2.41758,2.20007,0.00142,0.00142,0.00142
132,4596.91,0.86813,0.67082,1.13143,0.69647,0.38914,0.47257,0.33734,1.90272,2.42897,2.19812,0.001354,0.001354,0.001354
133,4631.61,0.87351,0.67787,1.12948,0.67645,0.40029,0.47524,0.33886,1.90252,2.44718,2.20603,0.001288,0.001288,0.001288
134,4666.29,0.86526,0.67335,1.13221,0.67096,0.40182,0.47317,0.33747,1.91099,2.457,2.21596,0.001222,0.001222,0.001222
135,4701.04,0.87698,0.66955,1.12987,0.67315,0.39852,0.46998,0.3363,1.9166,2.45549,2.2232,0.001156,0.001156,0.001156
136,4735.8,0.87012,0.66731,1.12587,0.6935,0.38811,0.46924,0.33591,1.91592,2.45114,2.22362,0.00109,0.00109,0.00109
137,4770.34,0.86165,0.66359,1.12334,0.69212,0.39344,0.47183,0.33827,1.91288,2.44959,2.22339,0.001024,0.001024,0.001024
138,4804.97,0.86525,0.66616,1.12703,0.68735,0.39432,0.4727,0.33757,1.91611,2.45694,2.22707,0.000958,0.000958,0.000958
139,4839.58,0.85764,0.65827,1.12021,0.69496,0.39273,0.4744,0.33834,1.91815,2.46259,2.23033,0.000892,0.000892,0.000892
140,4874.02,0.85313,0.64967,1.1167,0.69084,0.39549,0.47485,0.33891,1.91654,2.46224,2.22787,0.000826,0.000826,0.000826
141,4914.83,0.78168,0.54966,1.07426,0.69597,0.39401,0.47376,0.33769,1.92373,2.44652,2.23823,0.00076,0.00076,0.00076
142,4949.07,0.75069,0.52722,1.0576,0.70215,0.39283,0.47226,0.33667,1.92626,2.4332,2.24496,0.000694,0.000694,0.000694
143,4983.48,0.74702,0.51803,1.05398,0.69842,0.39341,0.4712,0.33576,1.92643,2.42818,2.2444,0.000628,0.000628,0.000628
144,5017.83,0.73662,0.50786,1.04925,0.69852,0.39274,0.46993,0.33418,1.92935,2.43152,2.25128,0.000562,0.000562,0.000562
145,5051.97,0.73118,0.50634,1.04639,0.70024,0.39359,0.47077,0.3344,1.92767,2.43808,2.25722,0.000496,0.000496,0.000496
146,5086.38,0.72942,0.50754,1.05041,0.69824,0.39309,0.47196,0.33477,1.9261,2.44041,2.25805,0.00043,0.00043,0.00043
147,5120.74,0.72988,0.50266,1.04491,0.71566,0.38847,0.47149,0.33413,1.9289,2.44562,2.26167,0.000364,0.000364,0.000364
148,5154.86,0.72039,0.50095,1.04176,0.71834,0.38824,0.47179,0.33458,1.93047,2.44912,2.2639,0.000298,0.000298,0.000298
149,5189.02,0.71714,0.49921,1.04616,0.71887,0.38706,0.47157,0.33494,1.92869,2.45003,2.26194,0.000232,0.000232,0.000232
150,5223.19,0.70611,0.49208,1.03454,0.72244,0.38723,0.47138,0.33491,1.92833,2.45045,2.26442,0.000166,0.000166,0.000166
