epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,5112.34,1.16384,1.09019,1.32309,0.70469,0.68348,0.68553,0.48599,1.42211,0.99975,1.62519,0.006436,0.006436,0.006436
56,5203.77,1.15884,1.07123,1.31573,0.70053,0.68794,0.68698,0.48703,1.41917,0.9991,1.62279,0.00637,0.00637,0.00637
57,5294.72,1.15914,1.07987,1.31728,0.70545,0.68596,0.68649,0.4871,1.41847,0.9985,1.62328,0.006304,0.006304,0.006304
58,5385.76,1.16018,1.08535,1.31786,0.70746,0.68822,0.6869,0.48743,1.41654,0.99984,1.62297,0.006238,0.006238,0.006238
59,5476.78,1.15528,1.0744,1.31452,0.70758,0.68893,0.68739,0.48769,1.41425,1.00364,1.62016,0.006172,0.006172,0.006172
60,5567.87,1.1535,1.07138,1.30881,0.71044,0.68548,0.68713,0.48772,1.41346,1.00498,1.62048,0.006106,0.006106,0.006106
61,5658.99,1.15632,1.06666,1.31153,0.71049,0.68337,0.68684,0.48813,1.41285,1.0029,1.62227,0.00604,0.00604,0.00604
62,5750.12,1.1549,1.07055,1.31186,0.71099,0.6838,0.68721,0.48824,1.4119,0.99812,1.62439,0.005974,0.005974,0.005974
63,5842.19,1.1487,1.0578,1.30537,0.70976,0.68369,0.68716,0.48876,1.4106,0.99764,1.6238,0.005908,0.005908,0.005908
64,5933.31,1.14253,1.05648,1.29975,0.70984,0.6886,0.68722,0.4887,1.40937,0.99795,1.62274,0.005842,0.005842,0.005842
65,6024.17,1.13754,1.04566,1.29769,0.70953,0.68725,0.6878,0.48842,1.40906,0.99791,1.62336,0.005776,0.005776,0.005776
66,6115.33,1.13058,1.04769,1.28946,0.7106,0.68605,0.68746,0.48875,1.40882,0.99703,1.62281,0.00571,0.00571,0.00571
67,6206.61,1.12527,1.03977,1.29101,0.7088,0.68816,0.6881,0.48916,1.40872,0.99747,1.62289,0.005644,0.005644,0.005644
68,6297.85,1.13734,1.04204,1.29559,0.71005,0.68759,0.68847,0.48995,1.40834,0.99557,1.62307,0.005578,0.005578,0.005578
69,6388.83,1.12661,1.03106,1.29599,0.71387,0.68678,0.68932,0.49016,1.40769,0.99406,1.62226,0.005512,0.005512,0.005512
70,6479.94,1.12546,1.0264,1.28465,0.71181,0.68797,0.69007,0.49075,1.40731,0.99154,1.62264,0.005446,0.005446,0.005446
71,6571.16,1.12104,1.02876,1.28784,0.71641,0.68743,0.69085,0.49089,1.40687,0.99075,1.62301,0.00538,0.00538,0.00538
72,6664.13,1.11699,1.02686,1.2848,0.71708,0.68632,0.691,0.49169,1.40584,0.99095,1.62267,0.005314,0.005314,0.005314
73,6755.37,1.11786,1.01934,1.28509,0.71224,0.69192,0.69115,0.49169,1.405,0.98909,1.62238,0.005248,0.005248,0.005248
74,6846.56,1.11021,1.01603,1.28131,0.70709,0.69389,0.69059,0.49165,1.40463,0.98704,1.62257,0.005182,0.005182,0.005182
75,6937.96,1.11265,1.01549,1.28176,0.70828,0.69514,0.69165,0.49226,1.40381,0.98606,1.62246,0.005116,0.005116,0.005116
76,7029.09,1.10309,1.00604,1.27637,0.70784,0.69621,0.69214,0.49243,1.4028,0.98514,1.62272,0.00505,0.00505,0.00505
77,7120.26,1.10649,1.00573,1.27609,0.70845,0.69603,0.69256,0.49259,1.40234,0.98319,1.62295,0.004984,0.004984,0.004984
78,7287.59,1.09978,1.00681,1.27672,0.70972,0.69675,0.69289,0.4928,1.40152,0.98288,1.62223,0.004918,0.004918,0.004918
79,7379.25,1.10205,1.00807,1.27383,0.70964,0.69672,0.69287,0.49283,1.4012,0.98164,1.6217,0.004852,0.004852,0.004852
80,7470.82,1.09899,0.99963,1.27176,0.71157,0.69562,0.69276,0.4932,1.40064,0.98033,1.62154,0.004786,0.004786,0.004786
81,7562.92,1.09727,0.99983,1.27092,0.71046,0.69531,0.69246,0.4937,1.39999,0.98038,1.62089,0.00472,0.00472,0.00472
82,7654.16,1.08945,0.99278,1.26756,0.7084,0.69559,0.69173,0.49367,1.39913,0.97912,1.6201,0.004654,0.004654,0.004654
83,7745.31,1.08655,0.98078,1.26032,0.70868,0.69539,0.6919,0.49406,1.39886,0.97797,1.62023,0.004588,0.004588,0.004588
84,7836.63,1.09456,0.99207,1.26592,0.70834,0.69487,0.69199,0.49432,1.39837,0.97694,1.62036,0.004522,0.004522,0.004522
85,7928.21,1.08196,0.98421,1.262,0.70857,0.69321,0.69174,0.49448,1.39793,0.97569,1.61989,0.004456,0.004456,0.004456
86,8019.61,1.07945,0.9739,1.2613,0.70873,0.69627,0.69197,0.49468,1.39691,0.97461,1.61937,0.00439,0.00439,0.00439
87,8110.81,1.07825,0.97789,1.25869,0.70946,0.69517,0.69247,0.49495,1.39691,0.97295,1.61927,0.004324,0.004324,0.004324
88,8202.04,1.07298,0.97378,1.25711,0.70884,0.69658,0.69251,0.49471,1.39652,0.97184,1.61852,0.004258,0.004258,0.004258
89,8293.45,1.07121,0.96672,1.25435,0.7072,0.69853,0.692,0.49509,1.39618,0.97141,1.61822,0.004192,0.004192,0.004192
90,8384.57,1.06675,0.95885,1.25013,0.70775,0.69811,0.6924,0.4954,1.39566,0.97,1.61797,0.004126,0.004126,0.004126
91,8475.33,1.06323,0.9552,1.24981,0.70612,0.70091,0.69211,0.49569,1.39499,0.9688,1.61791,0.00406,0.00406,0.00406
92,8566.37,1.07384,0.96239,1.25029,0.70855,0.69844,0.69228,0.49632,1.39452,0.968,1.6176,0.003994,0.003994,0.003994
93,8659.59,1.06504,0.94833,1.24679,0.70904,0.69951,0.69171,0.49644,1.3938,0.96781,1.61689,0.003928,0.003928,0.003928
94,8750.94,1.05503,0.95181,1.24418,0.71013,0.69938,0.69247,0.49663,1.39334,0.96702,1.61609,0.003862,0.003862,0.003862
95,8998.25,1.0599,0.94345,1.24183,0.70935,0.69787,0.69245,0.49713,1.39281,0.96612,1.61582,0.003796,0.003796,0.003796
96,9089.14,1.05493,0.94875,1.2433,0.70881,0.69854,0.69257,0.49733,1.39235,0.96572,1.61517,0.00373,0.00373,0.00373
97,9179.94,1.05454,0.94335,1.23864,0.70911,0.69881,0.69248,0.4974,1.39148,0.96463,1.61355,0.003664,0.003664,0.003664
98,9271.01,1.0468,0.94262,1.23791,0.7098,0.69906,0.69282,0.49789,1.39084,0.9639,1.61288,0.003598,0.003598,0.003598
99,9362.24,1.04018,0.93723,1.23421,0.711,0.69875,0.69339,0.4982,1.39012,0.96289,1.61221,0.003532,0.003532,0.003532
100,9454.35,1.04857,0.94342,1.23755,0.71084,0.69776,0.6928,0.49805,1.38875,0.96242,1.61066,0.003466,0.003466,0.003466
101,9545.3,1.03711,0.93548,1.22972,0.71144,0.69803,0.69324,0.49827,1.38806,0.96193,1.60963,0.0034,0.0034,0.0034
102,9638.89,1.03637,0.92698,1.22841,0.71159,0.69881,0.69308,0.4983,1.38739,0.96105,1.60912,0.003334,0.003334,0.003334
103,9730.11,1.04173,0.93089,1.23286,0.7121,0.69956,0.69396,0.49879,1.3866,0.9603,1.60858,0.003268,0.003268,0.003268
104,9821.18,1.03376,0.92551,1.22546,0.71215,0.6996,0.69394,0.49905,1.38613,0.95881,1.60819,0.003202,0.003202,0.003202
105,9912.17,1.02252,0.91284,1.22242,0.7117,0.6996,0.69421,0.49911,1.38535,0.95724,1.60773,0.003136,0.003136,0.003136
106,10005.3,1.03147,0.91204,1.22488,0.71245,0.7015,0.69427,0.49918,1.38447,0.95586,1.60712,0.00307,0.00307,0.00307
107,10096.1,1.02221,0.91262,1.2246,0.71107,0.70097,0.69406,0.50003,1.38397,0.95423,1.60706,0.003004,0.003004,0.003004
108,10188.1,1.01739,0.91076,1.22102,0.71346,0.70037,0.69478,0.50005,1.38381,0.95277,1.60689,0.002938,0.002938,0.002938
109,10280.1,1.01782,0.90217,1.22176,0.71339,0.69991,0.69507,0.50067,1.38338,0.95115,1.60673,0.002872,0.002872,0.002872
110,10371.6,1.01398,0.89774,1.21691,0.71248,0.70073,0.69522,0.50091,1.38327,0.94877,1.60698,0.002806,0.002806,0.002806
111,10463.8,1.02013,0.89954,1.21691,0.71861,0.70037,0.6959,0.50167,1.38295,0.94734,1.60744,0.00274,0.00274,0.00274
112,10556,1.01492,0.90199,1.22,0.71596,0.70195,0.6963,0.50195,1.38244,0.9456,1.60716,0.002674,0.002674,0.002674
113,10647.7,1.00542,0.89223,1.21197,0.71408,0.70297,0.69569,0.50194,1.38142,0.9452,1.60631,0.002608,0.002608,0.002608
114,10824.1,1.00716,0.89112,1.20954,0.71478,0.70405,0.69575,0.50196,1.3807,0.94445,1.60586,0.002542,0.002542,0.002542
115,10916.1,0.99723,0.87573,1.20341,0.71442,0.70524,0.69591,0.50229,1.38048,0.94339,1.60647,0.002476,0.002476,0.002476
116,11007.7,0.9923,0.88014,1.20105,0.71484,0.70446,0.69643,0.50247,1.37998,0.9429,1.60662,0.00241,0.00241,0.00241
117,11099.3,0.99201,0.87423,1.20375,0.71462,0.70415,0.69623,0.50255,1.37943,0.94097,1.60649,0.002344,0.002344,0.002344
118,11191.4,0.98805,0.87856,1.19951,0.71511,0.70436,0.69676,0.50302,1.3786,0.93988,1.60543,0.002278,0.002278,0.002278
119,11283.1,0.9836,0.8609,1.19595,0.71534,0.70441,0.69682,0.50303,1.37831,0.93795,1.60528,0.002212,0.002212,0.002212
120,11375.1,0.98482,0.86903,1.19816,0.71519,0.70473,0.6971,0.5032,1.37851,0.936,1.60613,0.002146,0.002146,0.002146
121,11467.8,0.98766,0.87027,1.19923,0.71628,0.70449,0.69706,0.50353,1.37852,0.93415,1.60636,0.00208,0.00208,0.00208
122,11559.5,0.97749,0.86427,1.19485,0.71653,0.70429,0.69728,0.50366,1.37799,0.93262,1.60645,0.002014,0.002014,0.002014
123,12086.1,0.97888,0.86232,1.19468,0.71682,0.70452,0.69706,0.50383,1.37735,0.93138,1.60588,0.001948,0.001948,0.001948
124,12178.6,0.9741,0.85333,1.19215,0.71468,0.70817,0.6978,0.50448,1.37687,0.93014,1.60597,0.001882,0.001882,0.001882
125,12271,0.96473,0.85065,1.18578,0.71832,0.70701,0.69888,0.50496,1.37604,0.92995,1.60572,0.001816,0.001816,0.001816
126,12367.7,0.97082,0.8534,1.18821,0.71566,0.70821,0.69842,0.50511,1.3755,0.92929,1.60641,0.00175,0.00175,0.00175
127,12467.6,0.96584,0.84203,1.18562,0.71682,0.70781,0.69865,0.50531,1.37535,0.92782,1.60717,0.001684,0.001684,0.001684
128,12561.8,0.96125,0.84121,1.18445,0.71645,0.70914,0.6994,0.50541,1.37472,0.92653,1.60719,0.001618,0.001618,0.001618
129,12655.1,0.95514,0.84142,1.18015,0.717,0.70939,0.69885,0.50566,1.37356,0.92552,1.60638,0.001552,0.001552,0.001552
130,12750.5,0.95081,0.83255,1.17726,0.71691,0.70915,0.69857,0.50593,1.37279,0.92535,1.6061,0.001486,0.001486,0.001486
131,12846.4,0.94732,0.83275,1.17447,0.71963,0.71017,0.69955,0.50623,1.3716,0.92367,1.60503,0.00142,0.00142,0.00142
132,12938.6,0.9477,0.83048,1.17675,0.71871,0.7089,0.69909,0.50644,1.37103,0.92194,1.60519,0.001354,0.001354,0.001354
133,13035.1,0.9458,0.82452,1.17298,0.71814,0.70977,0.69957,0.50699,1.37046,0.92057,1.60509,0.001288,0.001288,0.001288
134,13127.6,0.94005,0.82165,1.17041,0.71881,0.71018,0.70021,0.50721,1.36987,0.91879,1.60477,0.001222,0.001222,0.001222
135,13220.4,0.93173,0.81907,1.1714,0.71948,0.71018,0.70031,0.50738,1.36922,0.91713,1.60507,0.001156,0.001156,0.001156
136,13313,0.92826,0.8159,1.16753,0.7198,0.7107,0.70011,0.5072,1.36877,0.91556,1.60535,0.00109,0.00109,0.00109
137,13404.9,0.9257,0.80515,1.16222,0.71912,0.71234,0.70041,0.50733,1.36811,0.91385,1.60545,0.001024,0.001024,0.001024
138,13496.7,0.926,0.81044,1.16517,0.71944,0.71234,0.70041,0.50762,1.36777,0.91255,1.60566,0.000958,0.000958,0.000958
139,13589.8,0.92912,0.80957,1.1607,0.71797,0.7129,0.70038,0.50778,1.36735,0.91165,1.60595,0.000892,0.000892,0.000892
140,13682.5,0.91699,0.804,1.15915,0.72408,0.70933,0.70107,0.50796,1.36715,0.91106,1.60595,0.000826,0.000826,0.000826
141,13784.4,0.8661,0.71777,1.11505,0.72451,0.70977,0.70125,0.50841,1.36638,0.90855,1.60599,0.00076,0.00076,0.00076
142,13875.2,0.85147,0.69836,1.10981,0.72423,0.71129,0.70161,0.50932,1.36575,0.90549,1.60657,0.000694,0.000694,0.000694
143,13966.3,0.84415,0.68915,1.10263,0.72472,0.71025,0.70192,0.5094,1.36471,0.9029,1.60665,0.000628,0.000628,0.000628
144,14057.2,0.83894,0.68338,1.10001,0.72385,0.71147,0.70201,0.50945,1.36422,0.89983,1.60786,0.000562,0.000562,0.000562
145,14147.6,0.83223,0.67689,1.09657,0.72012,0.71621,0.70239,0.50954,1.36375,0.89714,1.60867,0.000496,0.000496,0.000496
146,14238.4,0.82242,0.67234,1.08947,0.7233,0.714,0.70211,0.50973,1.36316,0.89525,1.60885,0.00043,0.00043,0.00043
147,14329.7,0.82394,0.6718,1.09071,0.72296,0.71311,0.70207,0.51013,1.36245,0.89267,1.60954,0.000364,0.000364,0.000364
148,14420.8,0.82181,0.66849,1.09131,0.72506,0.71265,0.70293,0.51041,1.36136,0.89025,1.61009,0.000298,0.000298,0.000298
149,14524.2,0.80641,0.65727,1.08331,0.72593,0.71213,0.70301,0.51039,1.36084,0.88867,1.61051,0.000232,0.000232,0.000232
150,14628.3,0.79877,0.65064,1.08079,0.72705,0.71122,0.70429,0.51111,1.36026,0.88741,1.61153,0.000166,0.000166,0.000166
