epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1194.56,1.41002,1.46321,1.53268,0.59246,0.37593,0.41971,0.27754,1.84013,2.19782,1.99999,0.009142,0.009142,0.009142
15,1270.6,1.40085,1.44099,1.51708,0.60906,0.39856,0.41678,0.26839,1.86165,2.42485,2.01513,0.009076,0.009076,0.009076
16,1348.16,1.39186,1.42925,1.51401,0.6268,0.41393,0.42812,0.28458,1.82895,2.28322,2.03865,0.00901,0.00901,0.00901
17,1425.37,1.37406,1.40629,1.49944,0.58085,0.41844,0.41716,0.27939,1.77439,2.22892,1.96622,0.008944,0.008944,0.008944
18,1501.91,1.3743,1.3967,1.49785,0.64598,0.40681,0.44097,0.29074,1.81126,2.39996,1.99333,0.008878,0.008878,0.008878
19,1577.84,1.35623,1.38321,1.48651,0.62389,0.40399,0.43436,0.28502,1.77821,2.15674,1.96229,0.008812,0.008812,0.008812
20,1653.76,1.34683,1.35489,1.47676,0.60152,0.42944,0.44635,0.29875,1.81289,2.54482,2.05999,0.008746,0.008746,0.008746
21,1729.55,1.33553,1.33377,1.47266,0.64079,0.40924,0.44857,0.29781,1.79187,2.12155,1.99177,0.00868,0.00868,0.00868
22,1805.63,1.34125,1.34438,1.46744,0.65437,0.42583,0.45933,0.30976,1.81505,2.22002,2.03112,0.008614,0.008614,0.008614
23,1882.71,1.33019,1.32273,1.46364,0.64909,0.41386,0.45433,0.3042,1.77712,2.19923,1.9813,0.008548,0.008548,0.008548
24,2074.09,1.3177,1.3156,1.45335,0.63559,0.42047,0.44544,0.29865,1.76988,2.14861,1.97306,0.008482,0.008482,0.008482
25,2150.14,1.30909,1.30254,1.44828,0.64958,0.41682,0.45411,0.30226,1.72887,2.15087,1.94566,0.008416,0.008416,0.008416
26,2226.69,1.29907,1.2871,1.44527,0.6164,0.42033,0.45107,0.30711,1.77162,2.75305,2.00469,0.00835,0.00835,0.00835
27,2302.71,1.30168,1.28415,1.44145,0.66464,0.42673,0.46558,0.31608,1.76288,2.75122,1.99188,0.008284,0.008284,0.008284
28,2378.51,1.28737,1.2709,1.43358,0.64664,0.425,0.4555,0.30676,1.72068,2.11772,1.93336,0.008218,0.008218,0.008218
29,2454.66,1.28603,1.26141,1.42946,0.64847,0.43826,0.46876,0.31309,1.72277,2.11421,1.95618,0.008152,0.008152,0.008152
30,2531.4,1.278,1.25646,1.42613,0.63332,0.43843,0.46845,0.31201,1.72353,2.10354,1.96027,0.008086,0.008086,0.008086
31,2607.41,1.26452,1.24088,1.41607,0.64669,0.4205,0.46482,0.31354,1.7434,2.11918,1.98279,0.00802,0.00802,0.00802
32,2683.4,1.26424,1.23025,1.41652,0.67818,0.42363,0.47392,0.32133,1.71304,2.24285,1.95696,0.007954,0.007954,0.007954
33,2759.25,1.25493,1.22856,1.41256,0.63042,0.45379,0.46746,0.3157,1.70035,2.14909,1.95911,0.007888,0.007888,0.007888
34,2835.19,1.25169,1.22347,1.40131,0.67315,0.4385,0.474,0.32064,1.706,2.17809,1.95219,0.007822,0.007822,0.007822
35,2911.21,1.25333,1.21695,1.4072,0.64508,0.44485,0.46686,0.31888,1.7109,2.17884,1.95235,0.007756,0.007756,0.007756
36,2987.72,1.24318,1.19826,1.39519,0.6406,0.44788,0.46319,0.31429,1.70098,2.12646,1.93358,0.00769,0.00769,0.00769
37,3063.44,1.23338,1.19033,1.3922,0.65067,0.44095,0.46854,0.32028,1.69775,2.08455,1.94009,0.007624,0.007624,0.007624
38,3139.52,1.23186,1.19021,1.39443,0.64399,0.4645,0.47966,0.3258,1.68032,2.08595,1.91665,0.007558,0.007558,0.007558
39,3216.01,1.22995,1.17923,1.38695,0.63821,0.45433,0.46549,0.31625,1.69263,2.06396,1.93461,0.007492,0.007492,0.007492
40,3292.05,1.21574,1.1748,1.38171,0.6648,0.44355,0.4729,0.32379,1.65838,2.08183,1.91151,0.007426,0.007426,0.007426
41,3368.25,1.23013,1.18528,1.39054,0.66797,0.44279,0.47339,0.32467,1.66495,2.17768,1.92298,0.00736,0.00736,0.00736
42,3444.11,1.21468,1.1687,1.37926,0.65062,0.45067,0.47915,0.32974,1.66644,2.15696,1.92231,0.007294,0.007294,0.007294
43,3520.05,1.20393,1.15985,1.37407,0.66559,0.44701,0.47942,0.32781,1.65497,2.19693,1.91761,0.007228,0.007228,0.007228
44,3595.92,1.20277,1.16061,1.37064,0.67257,0.44307,0.48006,0.32715,1.64977,2.12768,1.91026,0.007162,0.007162,0.007162
45,3672.09,1.20269,1.15032,1.36942,0.67355,0.44017,0.4761,0.32605,1.65581,2.0965,1.91721,0.007096,0.007096,0.007096
46,3749.8,1.19299,1.14288,1.36429,0.65839,0.4489,0.47403,0.32511,1.65502,2.13162,1.92394,0.00703,0.00703,0.00703
47,3825.51,1.19355,1.13819,1.36077,0.6581,0.45636,0.47888,0.32619,1.65162,2.07262,1.91933,0.006964,0.006964,0.006964
48,3901.24,1.19815,1.14721,1.36905,0.67447,0.4501,0.48262,0.32874,1.64586,2.00311,1.91084,0.006898,0.006898,0.006898
49,3977.28,1.18987,1.12995,1.35875,0.67,0.45046,0.48535,0.33133,1.64248,2.01954,1.90365,0.006832,0.006832,0.006832
50,4053.78,1.1904,1.12371,1.35588,0.65715,0.45813,0.48495,0.33084,1.65494,1.99732,1.90777,0.006766,0.006766,0.006766
51,4129.4,1.1765,1.12061,1.35493,0.64813,0.46325,0.48347,0.33135,1.65626,2.00827,1.91641,0.0067,0.0067,0.0067
52,4205.18,1.17208,1.10968,1.34789,0.65249,0.45351,0.48086,0.33129,1.6486,2.01887,1.91023,0.006634,0.006634,0.006634
53,4280.83,1.17264,1.10927,1.3472,0.65902,0.45322,0.48165,0.33166,1.64294,2.0419,1.90232,0.006568,0.006568,0.006568
54,4356.77,1.17293,1.11057,1.34533,0.66297,0.44951,0.48017,0.33012,1.64282,2.04704,1.90164,0.006502,0.006502,0.006502
55,4433.05,1.16886,1.09749,1.3446,0.64641,0.46507,0.47937,0.32866,1.64776,2.02747,1.91549,0.006436,0.006436,0.006436
56,4508.86,1.16031,1.09775,1.34191,0.64952,0.46812,0.48435,0.33156,1.64337,2.03502,1.91871,0.00637,0.00637,0.00637
57,4584.61,1.15961,1.09723,1.34094,0.65364,0.46933,0.48633,0.33387,1.63905,2.02623,1.91883,0.006304,0.006304,0.006304
58,4660.27,1.15326,1.08502,1.33102,0.64534,0.46918,0.48471,0.33419,1.64129,2.00991,1.92078,0.006238,0.006238,0.006238
59,4736.46,1.15799,1.09167,1.33741,0.6363,0.47206,0.48358,0.33265,1.64292,2.01262,1.92178,0.006172,0.006172,0.006172
60,4812.69,1.14764,1.07199,1.32843,0.65397,0.46339,0.48587,0.33362,1.63941,2.01731,1.91584,0.006106,0.006106,0.006106
61,4888.7,1.14622,1.07174,1.32381,0.64546,0.47805,0.48734,0.33397,1.63588,2.01086,1.91272,0.00604,0.00604,0.00604
62,4964.72,1.14655,1.07479,1.32584,0.65064,0.47222,0.48518,0.33429,1.6343,2.00825,1.90885,0.005974,0.005974,0.005974
63,5040.44,1.1432,1.06453,1.32655,0.65069,0.47522,0.48764,0.3354,1.63215,2.00015,1.90818,0.005908,0.005908,0.005908
64,5118.04,1.12553,1.05134,1.31586,0.65467,0.46276,0.48559,0.33574,1.63296,1.99778,1.9114,0.005842,0.005842,0.005842
65,5194.53,1.12798,1.05525,1.31677,0.65908,0.46007,0.4857,0.33628,1.63001,1.99341,1.91208,0.005776,0.005776,0.005776
66,5270.25,1.13316,1.06199,1.32325,0.66154,0.46208,0.48675,0.33671,1.62446,2.00094,1.90745,0.00571,0.00571,0.00571
67,5346.16,1.12713,1.05209,1.31258,0.65336,0.47282,0.48731,0.3374,1.62397,1.9974,1.90613,0.005644,0.005644,0.005644
68,5421.85,1.12219,1.05223,1.31448,0.65809,0.46916,0.48844,0.3385,1.62126,1.9992,1.90403,0.005578,0.005578,0.005578
69,5497.95,1.12028,1.04901,1.31293,0.64733,0.48074,0.48856,0.33782,1.62116,1.99566,1.90267,0.005512,0.005512,0.005512
70,5574.15,1.12738,1.04397,1.31188,0.64702,0.4742,0.48696,0.33763,1.62265,1.99356,1.90281,0.005446,0.005446,0.005446
71,5649.81,1.11892,1.04048,1.31024,0.65003,0.47575,0.48742,0.3374,1.62264,1.99478,1.90182,0.00538,0.00538,0.00538
72,5725.97,1.11127,1.0253,1.3035,0.64649,0.47699,0.48797,0.33802,1.62246,1.99561,1.9033,0.005314,0.005314,0.005314
73,5802.15,1.10634,1.03635,1.30041,0.65436,0.47135,0.48919,0.33884,1.62069,1.99483,1.90295,0.005248,0.005248,0.005248
74,5878.36,1.1103,1.02294,1.30412,0.65081,0.47336,0.48895,0.33855,1.62095,1.99868,1.90501,0.005182,0.005182,0.005182
75,5955.26,1.10352,1.02423,1.30004,0.65061,0.47598,0.48944,0.33857,1.6206,2.00292,1.90532,0.005116,0.005116,0.005116
76,6031.59,1.09508,1.0147,1.29203,0.65059,0.47554,0.48867,0.33839,1.62004,2.00517,1.90493,0.00505,0.00505,0.00505
77,6107.45,1.0993,1.01641,1.29578,0.64719,0.48017,0.48979,0.33867,1.6177,2.00557,1.90282,0.004984,0.004984,0.004984
78,6183.49,1.10295,1.02843,1.30302,0.64453,0.48507,0.4905,0.3387,1.6166,2.00404,1.90094,0.004918,0.004918,0.004918
79,6259.35,1.09598,1.00968,1.29455,0.64798,0.47909,0.4897,0.33821,1.6165,2.00248,1.90243,0.004852,0.004852,0.004852
80,6335.21,1.09012,1.0096,1.29136,0.65168,0.47565,0.48855,0.33819,1.61574,2.00057,1.90203,0.004786,0.004786,0.004786
81,6410.97,1.08391,0.99423,1.2816,0.64763,0.47702,0.48883,0.33821,1.61553,1.99907,1.90223,0.00472,0.00472,0.00472
82,6487.47,1.08386,0.99352,1.28337,0.64905,0.47425,0.48795,0.33822,1.6161,1.99633,1.90321,0.004654,0.004654,0.004654
83,6563.61,1.08077,0.99805,1.2827,0.6483,0.47729,0.48885,0.33845,1.61539,1.99437,1.90362,0.004588,0.004588,0.004588
84,6639.61,1.07873,0.9934,1.28449,0.65102,0.47583,0.48912,0.33891,1.61486,1.99321,1.90411,0.004522,0.004522,0.004522
85,6718.33,1.0765,0.98606,1.27764,0.65225,0.47536,0.48911,0.33898,1.61469,1.99168,1.90395,0.004456,0.004456,0.004456
86,6794.17,1.07188,0.97955,1.27715,0.65379,0.47427,0.48969,0.33911,1.61411,1.99051,1.90325,0.00439,0.00439,0.00439
87,6870.2,1.0688,0.98004,1.27212,0.65161,0.4728,0.489,0.33884,1.61471,1.98674,1.90418,0.004324,0.004324,0.004324
88,6946.27,1.05941,0.97589,1.2712,0.65389,0.47411,0.48966,0.33897,1.61415,1.98399,1.90457,0.004258,0.004258,0.004258
89,7022.23,1.06423,0.96966,1.26988,0.65439,0.47359,0.48937,0.33873,1.61398,1.98096,1.90438,0.004192,0.004192,0.004192
90,7098.08,1.05462,0.96764,1.26612,0.65896,0.47375,0.48986,0.33893,1.61386,1.97879,1.90459,0.004126,0.004126,0.004126
91,7173.75,1.06147,0.97263,1.26858,0.66299,0.47321,0.49016,0.33909,1.61327,1.97729,1.90437,0.00406,0.00406,0.00406
92,7249.51,1.06089,0.97358,1.26813,0.67369,0.46557,0.4904,0.33925,1.61306,1.97583,1.90469,0.003994,0.003994,0.003994
93,7327.99,1.05491,0.95833,1.26485,0.67322,0.46803,0.49084,0.33937,1.61256,1.97283,1.90415,0.003928,0.003928,0.003928
94,7403.56,1.04709,0.95377,1.25982,0.67064,0.4657,0.4908,0.33984,1.61267,1.97051,1.90418,0.003862,0.003862,0.003862
95,7480.56,1.04819,0.95147,1.26025,0.66782,0.46883,0.49026,0.33977,1.61279,1.96844,1.90407,0.003796,0.003796,0.003796
96,7557.46,1.04778,0.94794,1.25983,0.66928,0.47008,0.49095,0.33989,1.61246,1.9664,1.90342,0.00373,0.00373,0.00373
97,7633.44,1.04205,0.94624,1.25397,0.67037,0.47023,0.49158,0.34002,1.61267,1.96477,1.90327,0.003664,0.003664,0.003664
98,7709.15,1.04162,0.94998,1.25537,0.67058,0.46906,0.49111,0.33977,1.61236,1.96312,1.9033,0.003598,0.003598,0.003598
99,7784.96,1.03787,0.93595,1.25134,0.67295,0.46648,0.49122,0.34001,1.61228,1.96229,1.90346,0.003532,0.003532,0.003532
100,7860.79,1.03206,0.93689,1.25062,0.67378,0.46691,0.49145,0.33996,1.61253,1.96092,1.90319,0.003466,0.003466,0.003466
101,7936.54,1.02779,0.93196,1.2483,0.67358,0.468,0.49172,0.3401,1.61255,1.96044,1.90311,0.0034,0.0034,0.0034
102,8013.7,1.02205,0.92889,1.2427,0.67516,0.46763,0.49215,0.34032,1.6127,1.95858,1.90363,0.003334,0.003334,0.003334
103,8089.42,1.02395,0.92535,1.2426,0.67262,0.46853,0.49222,0.34008,1.61263,1.95634,1.90382,0.003268,0.003268,0.003268
104,8166.35,1.02547,0.92542,1.24436,0.67341,0.46887,0.49235,0.34024,1.61204,1.95533,1.90328,0.003202,0.003202,0.003202
105,8242.08,1.01465,0.91794,1.23876,0.67003,0.47128,0.4923,0.34042,1.61208,1.95389,1.90355,0.003136,0.003136,0.003136
106,8318.2,1.01343,0.9145,1.24013,0.67111,0.47123,0.49254,0.34044,1.61189,1.95332,1.90342,0.00307,0.00307,0.00307
107,8394.49,1.00922,0.90615,1.23497,0.67188,0.47159,0.49281,0.34047,1.61221,1.95206,1.90338,0.003004,0.003004,0.003004
108,8470.21,1.01882,0.9233,1.24005,0.67176,0.4723,0.49321,0.34058,1.61183,1.95157,1.9034,0.002938,0.002938,0.002938
109,8546.13,1.01446,0.92007,1.23745,0.67065,0.47304,0.49341,0.34078,1.61156,1.9501,1.90293,0.002872,0.002872,0.002872
110,8621.86,1.00345,0.90124,1.22821,0.66599,0.47606,0.49305,0.34104,1.61102,1.94887,1.90267,0.002806,0.002806,0.002806
111,8698,0.99911,0.89789,1.22555,0.66667,0.4763,0.49388,0.34123,1.61048,1.94829,1.90236,0.00274,0.00274,0.00274
112,8774.31,0.99884,0.90481,1.22405,0.67034,0.47664,0.49533,0.34162,1.6104,1.94829,1.90329,0.002674,0.002674,0.002674
113,8849.99,1.00192,0.89582,1.22692,0.66968,0.47616,0.49523,0.34176,1.61118,1.94716,1.90458,0.002608,0.002608,0.002608
114,8925.82,0.99319,0.88805,1.22299,0.67086,0.47651,0.49562,0.34206,1.6111,1.94774,1.90504,0.002542,0.002542,0.002542
115,9001.96,0.98975,0.88744,1.22029,0.67223,0.47609,0.49556,0.34218,1.61128,1.9467,1.90642,0.002476,0.002476,0.002476
116,9078.66,0.99515,0.89297,1.2235,0.6729,0.47612,0.49582,0.3423,1.61077,1.94544,1.9065,0.00241,0.00241,0.00241
117,9162.86,0.98367,0.88033,1.21914,0.67239,0.47748,0.49607,0.3423,1.61047,1.94563,1.90714,0.002344,0.002344,0.002344
118,9238.87,0.98404,0.88102,1.21491,0.67154,0.47821,0.49602,0.34254,1.61051,1.94363,1.90773,0.002278,0.002278,0.002278
119,9314.9,0.97895,0.87871,1.21447,0.67333,0.4775,0.4965,0.34297,1.6103,1.94186,1.90793,0.002212,0.002212,0.002212
120,9390.82,0.96973,0.86976,1.21108,0.6729,0.48108,0.49691,0.34325,1.60954,1.94126,1.90755,0.002146,0.002146,0.002146
121,9467.2,0.97537,0.867,1.20874,0.67205,0.48211,0.4975,0.34332,1.60918,1.94015,1.9074,0.00208,0.00208,0.00208
122,9543.18,0.97108,0.8679,1.20742,0.67191,0.48264,0.4975,0.34334,1.60863,1.94009,1.90706,0.002014,0.002014,0.002014
123,9619.1,0.96745,0.86669,1.20668,0.67154,0.48123,0.49692,0.34357,1.60896,1.93882,1.90714,0.001948,0.001948,0.001948
124,9694.53,0.96157,0.86143,1.20834,0.6713,0.48101,0.49765,0.34389,1.60883,1.93994,1.90759,0.001882,0.001882,0.001882
125,9771.05,0.96385,0.86185,1.20767,0.67223,0.48211,0.49754,0.34416,1.60906,1.93811,1.90823,0.001816,0.001816,0.001816
126,9847.22,0.95863,0.8539,1.20333,0.6716,0.48118,0.49665,0.34424,1.60878,1.93661,1.90781,0.00175,0.00175,0.00175
127,9925.08,0.95324,0.84641,1.20003,0.66981,0.48367,0.49716,0.34436,1.60817,1.93581,1.90802,0.001684,0.001684,0.001684
128,10021.9,0.95633,0.85258,1.20175,0.67195,0.48518,0.49795,0.34483,1.60804,1.93535,1.90847,0.001618,0.001618,0.001618
129,10097.7,0.95302,0.84779,1.19846,0.6731,0.48488,0.49858,0.34525,1.60721,1.93434,1.9077,0.001552,0.001552,0.001552
130,10174.6,0.94758,0.84318,1.19677,0.67159,0.48571,0.49834,0.34516,1.6067,1.93362,1.90713,0.001486,0.001486,0.001486
131,10250.4,0.94427,0.83836,1.19437,0.67168,0.48535,0.49842,0.34537,1.60692,1.9327,1.90724,0.00142,0.00142,0.00142
132,10326.5,0.94651,0.8414,1.19585,0.67291,0.48641,0.49892,0.34557,1.60687,1.93087,1.90778,0.001354,0.001354,0.001354
133,10403.8,0.9374,0.83778,1.18787,0.67466,0.48625,0.49941,0.34596,1.60663,1.9297,1.90806,0.001288,0.001288,0.001288
134,10479.8,0.93513,0.83093,1.18892,0.67424,0.48641,0.49935,0.34623,1.60704,1.92825,1.90854,0.001222,0.001222,0.001222
135,10568.2,0.92764,0.81961,1.18444,0.67457,0.48623,0.49929,0.34639,1.60704,1.9281,1.90861,0.001156,0.001156,0.001156
136,10644.1,0.92864,0.82334,1.18552,0.67559,0.48635,0.49986,0.34678,1.607,1.92806,1.90942,0.00109,0.00109,0.00109
137,10720.7,0.92113,0.81985,1.18033,0.67549,0.48724,0.49991,0.34701,1.60698,1.9272,1.91001,0.001024,0.001024,0.001024
138,10797,0.92357,0.82138,1.1825,0.67656,0.48793,0.50052,0.34738,1.60713,1.92593,1.91094,0.000958,0.000958,0.000958
139,10872.8,0.92097,0.81837,1.18055,0.67667,0.48681,0.50108,0.34786,1.60725,1.92484,1.91195,0.000892,0.000892,0.000892
140,10951.6,0.92063,0.8126,1.17752,0.67701,0.48734,0.50119,0.34807,1.60711,1.92259,1.91217,0.000826,0.000826,0.000826
141,11033.8,0.86633,0.73751,1.13993,0.67728,0.48888,0.50191,0.34826,1.60693,1.92126,1.91357,0.00076,0.00076,0.00076
142,11108.7,0.85195,0.72481,1.13496,0.67809,0.4883,0.50219,0.34811,1.60722,1.91834,1.91477,0.000694,0.000694,0.000694
143,11183.4,0.84208,0.71145,1.12813,0.6796,0.48653,0.502,0.34818,1.60762,1.91519,1.91592,0.000628,0.000628,0.000628
144,11259.2,0.84079,0.70939,1.12686,0.67881,0.48867,0.50239,0.34834,1.60838,1.91202,1.91742,0.000562,0.000562,0.000562
145,11334.1,0.82611,0.69166,1.11981,0.67984,0.48815,0.50259,0.34872,1.6085,1.90884,1.91871,0.000496,0.000496,0.000496
146,11409.1,0.82479,0.69233,1.11951,0.68213,0.48837,0.50335,0.3489,1.60881,1.90625,1.91973,0.00043,0.00043,0.00043
147,11483.8,0.81725,0.68427,1.11281,0.68426,0.48782,0.50356,0.34944,1.60889,1.90403,1.92125,0.000364,0.000364,0.000364
148,11558.6,0.81174,0.68033,1.11431,0.68516,0.48672,0.50339,0.34931,1.60943,1.90204,1.92271,0.000298,0.000298,0.000298
149,11633.5,0.81058,0.68133,1.11091,0.6858,0.48682,0.50373,0.34965,1.61011,1.90008,1.92429,0.000232,0.000232,0.000232
150,11708.4,0.80012,0.66851,1.10463,0.68622,0.48635,0.50386,0.35004,1.61026,1.89843,1.92558,0.000166,0.000166,0.000166
